sentence	sentence_id	locale	reason
L"objectiu del joc és assimilar totes les partícules dels enemics.	37ef504841e6e3d85d880baa1992b574932283c4fde55b47f9c81400c57a73d7	ca	grammar-or-spelling
Molts o troben massa dominant per servir-ho amb vi.	384f4ad336292e60719adfc92cd815f0d21281b6ed614f174a787179183e97ae	ca	grammar-or-spelling
Els que estan destacats encara està de servei amb l'estat de "Royal Mail Ship".	3727032a119e0e8204504c43f699ea3a6197b3b34202181a4afa8b1424c59217	ca	grammar-or-spelling
Es va convertir en un dels batedor més populars del beisbol.	3880ff77fa334e5794dead4ae3e78c7c531c2e9e3e04cf0016b15ae531d6a0ed	ca	grammar-or-spelling
Tenia raó, per tant, la meva darrera carta no l'havia arribat mai.	39c1e4ef49fcce9920172cb845a01bf1a12e510b7e0350e3ef75c4ba3638b348	ca	grammar-or-spelling
Tot i que cobrava un sou alta com a comandant de les Companyies de Defensa, va acumular una riquesa inexplicable.	3988544798de89ad8c16a2a83d5c0a894f4fe37123b863befc62b9f254105327	ca	grammar-or-spelling
Levene intenta subornar a Williamson, oferint la meitat de les seves ventes futures.	399a8e54da23ce6e00150b0332a173370a2a30209ad3f6b1b6cdc9d5602dbc1b	ca	grammar-or-spelling
En els Andes veneçolans, el bambuco veneçolà és una variació local del bambuco.	39cd8138d1ebb618851e6e61fcf9ec20299676b43e3f0b501852100b36ab9f41	ca	grammar-or-spelling
Levene intenta subornar a Williamson, oferint la meitat de les seves ventes futures.	399a8e54da23ce6e00150b0332a173370a2a30209ad3f6b1b6cdc9d5602dbc1b	ca	grammar-or-spelling
Dues dones que porten bosses caminen junts per una vorera.	3948ac872cafd56415c6ab944b39eea2c8c5ba8d92da758621b4685fb2ef2b2b	ca	grammar-or-spelling
Després, Caín va assassinar Abel per això.	39f5caa123a94f2be7c0eff58e9a793705200b4a4b96d326b83f9148567b64b6	ca	grammar-or-spelling
Dos noies envien un petó a la càmera.	39a25d703f0e9bbd0636b65f625a77331c665c16eb15e7275250293346531c4c	ca	grammar-or-spelling
Ha estat reconeguda com una de les escoles preparatòries d'ecel·lència de la nació.	393d934392f178a7ff82f54852a227329b53dbc522eba8a4ac3c8eba2c53273b	ca	grammar-or-spelling
La majoria de la gent del lloc encara para d'aquesta via fèrria com la "Santa Fe".	39de3a76be11f8325a058ad2782b67ad696d04d5297b070ced966df016cf16f2	ca	grammar-or-spelling
Totes les pistes escrites por Andy Bell i Vince Clarke.	39b17bec3c92e749247db7a3026fa5bdfbd456fcf4e6e8b0fe18c5f3aeb6460c	ca	grammar-or-spelling
Els proper tres anys i mig eren crítics per la diplomàcia europea.	3aaf910de83620c5fd5a9c9e2594b283710b34eba57c582952bf18ef4eea16af	ca	grammar-or-spelling
Dues dones que porten bosses caminen junts per una vorera.	3948ac872cafd56415c6ab944b39eea2c8c5ba8d92da758621b4685fb2ef2b2b	ca	grammar-or-spelling
Clendenon, però, va decidir que volia ensenyar, i va començar a ensenyar quart grau al graduar-se.	3a5447fa7dd39e9871faeedf89051df3d952c600172f01388bf774d9213c05a9	ca	grammar-or-spelling
Bournemouth i posteriorment es va unir a l'comtat de Derby per a un segon encanteri.	39243fe4876cc6e41fa4d1b2a75352da39d2fadee3ce103d37b24d91dfe6d5a2	ca	grammar-or-spelling
Ha estat reconeguda com una de les escoles preparatòries d'ecel·lència de la nació.	393d934392f178a7ff82f54852a227329b53dbc522eba8a4ac3c8eba2c53273b	ca	grammar-or-spelling
Dues dones que porten bosses caminen junts per una vorera.	3948ac872cafd56415c6ab944b39eea2c8c5ba8d92da758621b4685fb2ef2b2b	ca	grammar-or-spelling
"Soc aquí," va dir el noi.	3aeaee56dbeda9af384715d9a9de747cb5e10f855cb6754c00ed7ddec5550e49	ca	No funciona
Només els clients Sun amb contractes d"assistència pagats tenen accés a les actualitzacions per a les noves versions del productes.	3a6b1c9a2bde679fd515c86d5ee36e6089c141f0ec85af8207dc8905f4e78255	ca	grammar-or-spelling
El pal del vaixell primer es va doblar i després es va trencar aproximadament per la meitat de la seva alçada.	3a292a28d53fc0f58b76ba83f0abf74f08ccedb0a3aa54cb01ead30463ee08e5	ca	grammar-or-spelling
Els proper tres anys i mig eren crítics per la diplomàcia europea.	3aaf910de83620c5fd5a9c9e2594b283710b34eba57c582952bf18ef4eea16af	ca	grammar-or-spelling
A l"oest, els egipcis van arribar a la frontera de Darfur.	3a7aa0399a6c2efa1ba15b605eb686846fa29a7480b6f9f9be34ab2d93527e85	ca	grammar-or-spelling
Un nen viu i brillant visita les seves tietes.	3ac5509b433a2c444d1c929adc4ffb6f29d41be28ae74e90c4e9a9edb657c19a	ca	Incoherència
La informació històrica aquí recollida s'ha tret d'un llibre sobre el passat del comtat de Pottawattamie.	3b4031e3b27bcdec9ba72e42d346bc60b11b4b9e59651414debe96dfaf7c612c	ca	difficult-pronounce
Durant la temporada de reproducció, els mascles es converteixen en un color blau cridaner per atraure les femelles.	3b22863cfcc11d528ef4ea96a28ae41d3e74052bdafb1d8cacfbd36b93c07688	ca	Temporada està fora de lloc
L'entrellaçat depèn de el joc.	3b3a02ff657eec6d883432c5695a9d6bd89478075b6b3e082d0a7f2472b02922	ca	grammar-or-spelling
Ha estat reconeguda com una de les escoles preparatòries d'ecel·lència de la nació.	393d934392f178a7ff82f54852a227329b53dbc522eba8a4ac3c8eba2c53273b	ca	grammar-or-spelling
Totes dues empreses són ara propietat de la mateix grup.	3b75fdb99e1f712ea7bf05c974f4b288c0a0f263d0b8ca4b68fa63f828951451	ca	grammar-or-spelling
El model que els Rochdale Pioneers va utilitzar és un àmbit d'estudi de l'economia cooperativa.	3b5fa39a703b466ff8da572a12b926f785cb3ae5fd7c1b7e055c7a6b4b82f9ff	ca	grammar-or-spelling
Això s'il·lustra amb les diferències en les dos taules de "decans" que es mostren més amunt.	3a3af42e32adc341d263f435d0baeef1611138b1da8a2de1d284aedafe8320e5	ca	grammar-or-spelling
Sí que havia mostrar els magnetògrafs a la reunió de la Royal Astronomical Society.	39b2c195729cca38a4bc8077072a6c69112629c30ffb5069094f40c77f8e808a	ca	grammar-or-spelling
Un home amb un barret negra ven casquets de pell russos i records en una paradeta al carrer.	3b5f976fdcf2f127d6fafd50f7a3cc1be7a7d41ae42205ad660d0cfd19dffff9	ca	grammar-or-spelling
Tarver en febrer.	3bc2c8d6de05e1faa1ac774108b911da99243ad6eecfc9dc717da1334f58ad4c	ca	No s'entén
Dues dones parlen entre elles en una habitació foca mentre altra gent està dempeus.	3bd6bc3e6f17074b78134211336e5f86650bf2e20ba16909af593afe3a3cafc0	ca	grammar-or-spelling
Es disputen les afirmacions de que el disseny de Worthington va influir George Gilbert Scott en el seu monument de Londres.	3ccae5181354c555c9a2588b34047bc566c6fc0a508cdc6e6526a96df52146ed	ca	grammar-or-spelling
En primer lloc, la consultoria ambiental realitza una ampli estudi	3c68834d03508fda22805712a7791875253aff93e6ea3576f61ddba993e2b94e	ca	grammar-or-spelling
Mostra els canvis sofrits per un entorn agrícola transformat en un industrial.	3d26d401b72346fe247de30a6991652c123f10e3dcc5fa1264ba5f1ee1a314b4	ca	grammar-or-spelling
Veus, el mestre no ens va presentat, llavors.	3d71464f20eb003440ebcd013fbb44ced53a26471669d4b59a2080ba8c3cdd93	ca	grammar-or-spelling
El partit el van el Cardiff de Gales i el Tolosa de França.	3dcee60aaeb1e452d7bb681974140741b74596445277c4482f45c5e75349d054	ca	grammar-or-spelling
Brown va retirar els primers tres Braves als qui es enfrontar.	3f601b1d0b465de0aef61479af977a01b75d83c1e8563362d335a30acb342d36	ca	grammar-or-spelling
Les fulles poden arribar a de longitud.	3faccda604a1a1c364080e68f21d8fdab6121aa02392e0bbc065d84dcea5c34b	ca	grammar-or-spelling
Alguns serveis acaben o comencen des de, i hi ha trucades extres en hores punta.	3f0731a0e2fa83d7ce4743b2478a45533b4e23e3f5fb6a47fe154e70421e217e	ca	grammar-or-spelling
Els legisladora buscaven i actuava segons el seus consells.	40016485b9c090408e49c5c03aa8cacc5b70393970e1eb24739908f552661391	ca	grammar-or-spelling
Penso que el poble gos està pirat.	409b395f95a860efcb43c87f6c0b330d7f68504feb04a0f1bdc8d8fbf317f058	ca	grammar-or-spelling
Una dona asiàtica i sorra en un mercat amb el seus productes.	40751691b121fc762f960c43f25bf54529f53cdd82b6d18dae534102b77b79a8	ca	grammar-or-spelling
Ell va considerar la història política com al millor i més important tipus d'història.	3fcf7766e8bc838bdb865976db9dc62c2b03bbbb29690dab43df9c1b455ddaa4	ca	grammar-or-spelling
L'home d'aquesta imatge es arronsar dels seus amics sarcàstic actitud	411289d7d1a7f103a23d4f7af7a75ff66304fc770ac3bda395e7627763a35d74	ca	grammar-or-spelling
És la capital del comptat de Prudnik.	40d959512f5cd9acf57effdf572c9f2bb0abc60e53c2bc498003570e2a0f160d	ca	grammar-or-spelling
La sèptima flota, ambdós amb el port de base fora de la Prefectura d'Okinawa, El Japó.	40d3744d601aed25312bbbd8b0398029f0c18c8d7d760f9ae9689723563dccb6	ca	grammar-or-spelling
Un treballador netejar els carrers després d'una pluja intensa.	40f23a2561d0e6c5e9cf35873efa267b96ddba0ebfce80b3d67e70ff69a89bff	ca	grammar-or-spelling
És la capital del comptat de Prudnik.	40d959512f5cd9acf57effdf572c9f2bb0abc60e53c2bc498003570e2a0f160d	ca	grammar-or-spelling
Tenen diverses avantatges situacionals vers una espasa.	41312471bafbec778296861c3c4244f248a4b324277fe4044ac3d4f332eabc99	ca	grammar-or-spelling
Per tot el poble hi podem trobar les treballs dels calderer i els puntaires.	3f22c52820acf2b5d84a8b76f696fec96d35c2bb82569694b5239c38af5036be	ca	grammar-or-spelling
Fins fa poc, la libèl·lula també feia servir spls, però s'han reemplaçat per seccions crítiques.	416580209dde5423503e80eb40665ee4de8fc754b9916d43b70b742e13917f16	ca	grammar-or-spelling
Un treballador netejar els carrers després d'una pluja intensa.	40f23a2561d0e6c5e9cf35873efa267b96ddba0ebfce80b3d67e70ff69a89bff	ca	grammar-or-spelling
El que va convertir Brasil com l'últim país al món occidental en abolir esclavitud.	41c0a8d2897a5b895536b51b33c024fdcfe5d2b450dd71ece18f739fcbf25109	ca	grammar-or-spelling
Per exemple, Buss "et al.	41be1938fb18884e2898e8551b6baf2d10f5d49cd2a5503648f26a6b49dbbcc4	ca	grammar-or-spelling
Dues persones vestides de blanc batent-se metre una multitud se'ls mira.	426bb82d95cd4940751d1f6648de490a83003e5784a6a2783391161e4d586934	ca	grammar-or-spelling
L comunitat no constituïda de Woodboro es troba a la ciutat.	42affcac7b34f7a83e2992c1d13ef4f7f109f251ffbb40b5e23c83025218990b	ca	grammar-or-spelling
Brigitte va agafar la xeringa que s"havia caigut i va seguir les restes de sang escales abaix.	42935ddcc152a9abd286dae82e59e2efb433bd7b48ab3e4a231ab7180417c3ff	ca	grammar-or-spelling
No et preocupis quant a l'escalfador de llit.	42ca467881fe7e926feaac153f008a690ca2694c2366cb39976cfc92acf72a56	ca	no s'entén
Un treballador netejar els carrers després d'una pluja intensa.	40f23a2561d0e6c5e9cf35873efa267b96ddba0ebfce80b3d67e70ff69a89bff	ca	grammar-or-spelling
Avui en dia, Ballarat és un pràcticament un poble fantasma.	42e31af7304298784dca39aec87fa56c7073ca5593e98ba3f040c0d3497b14f6	ca	grammar-or-spelling
Aquest estat afecta el nivell d'accés pública per a finalitats recreatives.	418c0b19e230f3ea2a1b43ec681b3eb1d0e3aa949f6803882e556f7b7486955a	ca	grammar-or-spelling
L comunitat no constituïda de Woodboro es troba a la ciutat.	42affcac7b34f7a83e2992c1d13ef4f7f109f251ffbb40b5e23c83025218990b	ca	grammar-or-spelling
Molt bé, tindria que marxar-se.	4346dfde7ac0fac7bc5b3641ebdb458c099216c622d74f5b62747f70dc36ac42	ca	grammar-or-spelling
Ells està casada i té quatre fills.	434f66cfabec8f2039177c2f4493f673d318e5aef02a15d53c63e071cb58ffb7	ca	grammar-or-spelling
El disseny "pla" prevé el risc de trepitjar una xinxeta amb la punxa cap amunt.	4375f85bff05e27ff8e66d064f0c6730f1ab33ee22ade4884ee6c2441a44f006	ca	grammar-or-spelling
Fue enterrado en el cementerio de Hillside en Lyndhurst, Nueva Jersey.	4264d68f853dcde1cf1bbd49d546f4085e9a7c5d9c52ffccb912923c313299c3	ca	different-language
Dos dones compren al Target diversos articles que havien posat a la llista de la compra.	451595051d1f887bc042a1c1dbdfccecf18db6bf7d7df9039830fa5f2a3bbe6d	ca	grammar-or-spelling
Tots tot l'avantatge.	44f60a486aced331d4a6da7d24d1170c393495b7168cee4bc0e7a3326b7dfd18	ca	grammar-or-spelling
A final de la carretera d"accés hi ha zones de pícnic.	44777c3c7643b733bcf3f4e3d97d58fcb188cf988237fe9088c679e1dcde8aeb	ca	grammar-or-spelling
Ell va engrescar James Watt per a que desenvolupés l'energia de vapor.	457317f5fe35d41110947a1d5102ee799506f9af38fcd564d3ef05bba4e11a3d	ca	grammar-or-spelling
No es van concedir medalles per què l"esport no formava part de la competició oficial.	45c741b0f928e770ea5a80130b22fe08531663f45c1f50f3e1783eb3bdf7e293	ca	grammar-or-spelling
No hi ha un mètode solitari utilitzat per provocar un moviment de plantació d'església.	457d435b1668594966a78fe44cdfa5ad25526d7c4d398349874d4335d61b5b61	ca	grammar-or-spelling
La desembocadura d"Almond a Cramond abans tenia un petit ferri per a passatgers.	454669282440b327c234bc32d0044c3b2418cb13eb09da848690d75749cc436c	ca	grammar-or-spelling
També va fer la veu de"n Kurt al videojoc "Unlimited Saga".	45c5679876cadce862b8387eaa4afaed2ce8d6733b1689257413ee6284add7d0	ca	grammar-or-spelling
Tot el patrimoni real i personal del seu pare el va hereta la mare d'en Talbot.	45d612406441d21bef74c09b4fa8387e74f9f8cffa86e2cc236fe59abd075011	ca	grammar-or-spelling
Com t'estimes més les ous, bullits o ferrats?	454534016b8ec094fd1be95599ceb77c55038c359a4b0cc9ad5822dee277f0fd	ca	grammar-or-spelling
Un grup d'homes seu al voltant de una taula on hi ha ampolles buides	44dfe964464e00948bacac5d43ec07d6f325c454b0badae304b7e5433b48717b	ca	grammar-or-spelling
Els London Studios és la seu de molts programes populars d'entreteniment de jocs, xerrades i comèdia.	45afe00472ed04b330621c9eee4ef7dcd4cb68481a385382633a870526e39a9b	ca	grammar-or-spelling
El grups es poden descriure de diverses maneres.	43f5e90c24aa3637aa8302c14103653fbacb9d49426aa67db7ba1581e8f84938	ca	grammar-or-spelling
La utilització d"un programa de monitorització pot detectar-los fins i tot sense una clau de protecció del magatzem.	45fd257e3e15b60ac03d9d1db7fb38f0ffea61481432ac4676380761f9dc8f6d	ca	grammar-or-spelling
Es va establit a Marsella, però va tornar a Espanya més tard.	45a87ecd04362cde2f66150993e55ad4a5d2f55493575b1b967d9006e9817e91	ca	grammar-or-spelling
Llando Grande vol dir "plana gran" en espanyol.	4300f4370c50f0f40587baa5edb652154207eb058d980b4f28c92be8b228c8f1	ca	grammar-or-spelling
Van enviar a casa a la dona de la neteja.	460bad3a65d330a7e50e8b5d85b98260a591c4b325bc64ae02087ecbe217e715	ca	grammar-or-spelling
Ell, en canvi, va fer avançar la teoria de que Reeser havia estat assassinada en una altra ubicació.	460a14a96536bdfb77e44d105282798af4789068e7244f3e8feb842da714199a	ca	grammar-or-spelling
Després va col·laborar en diverses d'obres publicades.	451593acc74cd2b8e5ab1f678641a02f4d1d13f44ae5e59a0b8261093f5a2308	ca	grammar-or-spelling
Una vegada utilitzat el poder de què disposava, la Cosa es tanca.	45ccc1ab3f6c40e5ae4cb2f4eaf2bf6814a7bb1f57964650f1e62b4481993491	ca	grammar-or-spelling
Un grup d'homes seu al voltant de una taula on hi ha ampolles buides	44dfe964464e00948bacac5d43ec07d6f325c454b0badae304b7e5433b48717b	ca	grammar-or-spelling
Tot es va publicar al menys parcialment a "Iduna".	45f30332b2fb9114c2c86e72808d45aa893cb5fedc13f42b2d412a6822b37841	ca	grammar-or-spelling
Norrish el seu tercer any.	45c0769009a89d83b396c79cfa6ec88e2ae840845fd68b8af4c283eb43a9fb68	ca	grammar-or-spelling
Middleton va morir d"insuficiència cardíaca congestiva a Encino, Califòrnia, quan tenia seixanta-sis.	4593ede691485553919c629f583179a1a879f64b794573e635046a61b6872bc5	ca	grammar-or-spelling
El grups es poden descriure de diverses maneres.	43f5e90c24aa3637aa8302c14103653fbacb9d49426aa67db7ba1581e8f84938	ca	grammar-or-spelling
Fent servir l'enllaç es creua la illa.	45e31df53eb0ddba7edea67c86bf8bcb134d00f5b5591c20989113059792eba1	ca	grammar-or-spelling
Ella va mirar cap a les postes de vidre i ho ha entendre tot.	463b033f68d0f838a6660459f1ec4dc89d8c480f0eb190e95e92447deaefac54	ca	grammar-or-spelling
Foster es va retirar del hoquei el mes següent per dedicar-se a la carrera d'entrenador.	4657604c67a55821950d66bf64bf822067878d67cdf4858eedd345eaf5de88e3	ca	grammar-or-spelling
Aquests rodamons s'ha enregistrat fins a l'extrem sud de l'Argentina.	46b1d112d0c399f8548ea644cf7ae31c016c81e3596815a327f5362797768a30	ca	grammar-or-spelling
Eric Baker l'oportunitat de ser el seu company de fórmula, però els dos van rebutjar.	463ec0ad5711351f6b0e945dec5e24bcc0f2401e7cb4ffde25f5ad9dd0f8f286	ca	difficult-pronounce
Eric Baker l'oportunitat de ser el seu company de fórmula, però els dos van rebutjar.	463ec0ad5711351f6b0e945dec5e24bcc0f2401e7cb4ffde25f5ad9dd0f8f286	ca	grammar-or-spelling
Bolton és el líder de tots els temps dels Thrashers en minuts de càstig.	46a36bb17f0d2c8279de8251c13acc238a4113b0bedf406177fe0dddfcaab010	ca	grammar-or-spelling
Bolton és el líder de tots els temps dels Thrashers en minuts de càstig.	46a36bb17f0d2c8279de8251c13acc238a4113b0bedf406177fe0dddfcaab010	ca	difficult-pronounce
Ja jugar la Double-A amb els Altoona Curve i la Triple-A amb els Indianapolis Indians.	47db06f4e0b1bf983cbe14e4674307fb824cc78fbedd92c1e2b1138a6ac952e0	ca	grammar-or-spelling
L'anetol té potents propietats antimicrobianes, contra bactèries, floridures i fongs.	47c9483c8309e3cea99abcbb0fc81208849d8b79ad9a7275a28f041ba4b92944	ca	grammar-or-spelling
"Thunder Seven" va ser l'ultim àlbum de Triumph on no hi va figurar cap escriptor portat de fora.	47f51b9d8bb5040e0600ce9aaca1cdcfe482ea5b4d89d3942c5249e88b32ee76	ca	grammar-or-spelling
Això permet als vergonyosos impugnat continuar durant la suspensió del jugador.	481122f303822ad7f34b8031b5a2b8eaca232157b11a62b34a27ca3b3427191a	ca	grammar-or-spelling
Vine a l'oficina un minut.	48b893d77f4764c0e10fd2698826238ba82ac5b27125655ef3dca1506a8883ff	ca	grammar-or-spelling
En canvi, altres productes de control actiu del soroll i de la vibració utilitzen un processament digital sua i en temps real.	4896b563fc90b685a43ed72a60918faba4bd7b85bc5fda8565bac721fcba66fd	ca	grammar-or-spelling
La principal font econòmica és l'agricultura, sobre tot el cultiu de cafè.	48c490953a08a526521487630fb7476198c83de488978fe9c56863f3114a34c5	ca	grammar-or-spelling
A la Gran Bretanya, els nivells A es fan en el els anys opcionals de secundària	49076721d2b24457023f125c9c072887306a8c77158fb5c9836e52b56093f853	ca	grammar-or-spelling
Ella sermonejar que necessitava canviar de manera.	48966b664813907b9669d1cb618429682a1e1525667623145b9ccb45149ef973	ca	grammar-or-spelling
Entre les peces musicals que surten a la pel·lícula, hi havien dues de ben conegudes.	492793351a991f341843bf72cb30c794d7ebd95bcf0b9e03079d77b0ebd358b5	ca	grammar-or-spelling
Malauradament, només es van produir uns quants, els quals es van considerar "prototips".	49a7324f1efe45b4a6deef32b642a5bf996a7c61598a77b396bcd5d8babc34d7	ca	grammar-or-spelling
Com. i B.	498bc7a079ba35acc263276529233c682222111d3d531ca9668c2582339e9edf	ca	difficult-pronounce
Carreg Bica es una gran pedra vertical a la muntanya Drummau.	492606f0aefb5b870f1e6fc716f0395c24f1dc8f81153ccf94330258db05844f	ca	grammar-or-spelling
Dos jugadors de rugbi que competeixen en un partit amb un jugador que busquen amb la pilota per fer un gol.	492365f2b02ab1871542325a894bef60eab1a90848e36f8bfbf874b764477950	ca	grammar-or-spelling
Després va treballar a la industria del còmic passant els dibuixos a llapis i a tinta.	49fe4298f7258464144545a69b979216a3591b6c27ca65ef1340f56c0aeacf1b	ca	grammar-or-spelling
Enllaça l"aeroport amb l"estació de trens Palermo Centrale.	4a2d44264fa3c7428dcf1b55f9cce11520bf6ca859f070facb1c900a98cd586a	ca	grammar-or-spelling
A diferència de les edicions vacacionals anteriors, aquest joc és més comerial que de prova.	49eba5272b35eadb70df6839ff657f1a269e1d5f8d7f7f996832dc812281584d	ca	grammar-or-spelling
Vianants i un ciclista passen a tranquil·lament per davant d'un edifici modern.	4b7bef434e9a9b26801bc1b8a252045294fdc85fff38e198f7a6fe20b3d27a3d	ca	grammar-or-spelling
El tocadiscs Finial mai van entrar en producció.	4b6a2b853d51f04b4acd15e3e8995d9e1813d7b06fbfb3b9c10b1abda06fe95a	ca	grammar-or-spelling
El vídeo era molt diferent de àlbum.	4b9d62e229de4648f348befb6872e7b2b074f9447b68fa50933f251d846bf981	ca	grammar-or-spelling
Després del dia de les eleccions, la Prou eleccions robades!	4d2b3e239d352ac30db5d22e750640a7886e03cf4c265c8d45f74321b2f8e1da	ca	grammar-or-spelling
Donat la naturalesa d'aquesta medalla, s'atorga normalment a títol pòstum.	4d28b02cfc7a99431280ef8d4de4d0efba02258ed5dc81352cb129425459cf4d	ca	grammar-or-spelling
Al final d'una nit encantadora, que petó bona nit com els adolescents tímids.	500c53917b20707e056709ee68850e4f9ecbdd600245ee0b700ddc36d41fc8b7	ca	grammar-or-spelling
Més tar en la serva carrera va començar a ensenyar actuació.	50615a376cf318674598d0fa5ded0218d720344f2f622ad64af1d243e37b9797	ca	grammar-or-spelling
Ell està casat amb la Doctor Cari Corrigan.	4ea0e9db953473678df94482d2ff018697213814432cdda6322926e2f8f3dfc6	ca	grammar-or-spelling
L'hiponatremia també es produeix amb una excreció de sodi fraccionaria.	515b3c1d81ef4fa1d727a3803a2d3bc60b75de9153be39b349c0e9501073f772	ca	grammar-or-spelling
L'hiponatremia també es produeix amb una excreció de sodi fraccionaria.	515b3c1d81ef4fa1d727a3803a2d3bc60b75de9153be39b349c0e9501073f772	ca	grammar-or-spelling
En aquesta ocasió espacial, no necessites tenir por.	514ad053ae2c8c4d768dc1e5a7e65f29246aebd5be08363278d334bdb4a5fb20	ca	grammar-or-spelling
" The Central African Republic: Political Reform and Social Malaise".	5136d32e6baba037f8356ed6ca60355921beab9863dbf048a46b62584196b058	ca	different-language
Totes les cançons ha estat escrites per Bob Geldof, tret de les indicades.	5130bb05fb8cea7d27858039a5c71737a97844e9b3e033326a992fb27f716101	ca	grammar-or-spelling
L'hora de modificació d'un fitxer indica quan s'ha canviat el contingut d'un fitxer per última vegada.	510048598819dcee52fb99bfba05e08c22ad72ea59f5da77ad5f7a15982d59e2	ca	difficult-pronounce
L'utilitzo per fer un seguiment de la meva llista personal d'activitats pendents, que està plena de tota mena de coses, des de feines domèstiques avorrides fins a coses noves i apassionants que vull provar.	5115a2cdd22344fa2985492735e1156a23d690157ca599c11f3340bb76812173	ca	grammar-or-spelling
Els fonaments del Capitoli van ser mal alineats pel seu constructor original, el futur governador George Donaghey.	5130da2db4df6e03af77d1729f4fe398e8eed13fc14a101273fda1d41b0a396c	ca	difficult-pronounce
Ell viuen al comptat de Wicklow.	50bf6a61771f61f28fca35b6e5ef8a844e3e4721bfc6dd315cfd0e9d1ceb2b1e	ca	difficult-pronounce
Ell viuen al comptat de Wicklow.	50bf6a61771f61f28fca35b6e5ef8a844e3e4721bfc6dd315cfd0e9d1ceb2b1e	ca	grammar-or-spelling
El funeral va ser realitzat per masoners.	4fba330fb0c0d5d92417e8b5685ad3d8c0aacd972f7e71c08b07340386fe0546	ca	difficult-pronounce
La badia està connectada amb el llac Saimaa, a Finlàndia, pel canal de Saimaa.	5151a8b8857a7e9e4c7c59240bf7b4481be1030b2bb37173f73e028fc13439b2	ca	difficult-pronounce
La ciutat té una biblioteca públic infantil situada a l'escola Elizabeth Ballantyne.	51348ed697426738ce6898e6a3e513b65df9bb6aca572eab37ae373ac8901a98	ca	grammar-or-spelling
En néixer, quan es van cassar i després de morir.	513af3f28b21eb6b31abb357da5360c388ca5a3d1600367d7bd7a9df7af8cd9d	ca	grammar-or-spelling
La major part de l'edifici es va fer amb materials que es van trobar al llac Tahoe.	5168c6e03b6bab45dc455ff6203d3aaf0dc03315b903dc648f2c856417a2a433	ca	difficult-pronounce
"Buzzer Beater" és la segona saga de manga d'Inoue que s'ha adaptat a anime.	518e0a87b6d40eac1297c0ae89d43bb4f6aae996459d537a9642fc4a429cc43e	ca	difficult-pronounce
Li van assignar les tinències de Graisbach, Riedenburg i Kelheim.	517ec92eb6ee38746812b366934b019e4da6977f3e8ef473671e237a9b4046db	ca	different-language
Li van assignar les tinències de Graisbach, Riedenburg i Kelheim.	517ec92eb6ee38746812b366934b019e4da6977f3e8ef473671e237a9b4046db	ca	difficult-pronounce
Fox i Gabrielle Anwar.	516ec2e6b11a8cb257f1d0dc227be8532a58c933cf6ba63a86cb1dfbed3d8488	ca	difficult-pronounce
Fox i Gabrielle Anwar.	516ec2e6b11a8cb257f1d0dc227be8532a58c933cf6ba63a86cb1dfbed3d8488	ca	different-language
L'oficina central de Posti es troba a Pohjois-Pasila, Hèlsinki.	50fea0cd409a0e7a02175cae844a0dd9c365703dac7640815d4b60720becbdd3	ca	different-language
L'oficina central de Posti es troba a Pohjois-Pasila, Hèlsinki.	50fea0cd409a0e7a02175cae844a0dd9c365703dac7640815d4b60720becbdd3	ca	difficult-pronounce
Dunford va créixer a Portreeve, Saskatchewan.	517dcf0a7a66f2112ce05de1546dbae7ec59e143a2aff001433ecaafa4afb898	ca	difficult-pronounce
Dunford va créixer a Portreeve, Saskatchewan.	517dcf0a7a66f2112ce05de1546dbae7ec59e143a2aff001433ecaafa4afb898	ca	different-language
Aitchison es va casar amb Oriole Faram i van tenir una filla.	50b462c6fb1f42bdaa71e8ca7de9abd200457d1343213f816ad4cefff181ddde	ca	different-language
Aitchison es va casar amb Oriole Faram i van tenir una filla.	50b462c6fb1f42bdaa71e8ca7de9abd200457d1343213f816ad4cefff181ddde	ca	difficult-pronounce
Durant el mandat d'Ashot, Giorgi Merchule va compondre la "Vita of Saint Grigol Khandzteli".	505a3a961965a91e6b09b649964444de99532e6baf6772787359114a9d5d3171	ca	difficult-pronounce
Va tornar més tard a estudia pintura durant diversos anys a Düsseldorf.	51b2609b349759faa574a4c5e0f1e4119dfb1fbecbeae32d5d4243a7e6abb927	ca	grammar-or-spelling
Nakayama és membre del Partir Demòcrata de Hawaii.	52c3e84060be38712caca20d0ccda755fee19683946bf38582bd97bf8836775c	ca	grammar-or-spelling
Aquestes correccions han de ser molt més ràpides, però també tenen un amplitud més petita.	52b6a8a5533306ed29c01070fff342e1e4edf631f81730a69e8c64b9d94e446e	ca	grammar-or-spelling
N'he de separat el sofre.	5301d0c3d8bd27e5cef6c989514cbb1e9b86f3dcbe57b4da3077df56621f96ff	ca	grammar-or-spelling
Lubienski a "V"itae Episc.	529f6a005d40c46fea566274de4838124a6e83484aa072f15291d3d9b8b7a11c	ca	grammar-or-spelling
Dos nenes s'aixequen al fang d'un parc.	5358a39859c22855c990dc7cb4a81d4891dd7502aada271b7881a9dce5e01977	ca	grammar-or-spelling
De vegades, les empreses implementaran polítiques de retenció forçada per intentar evitar la fuga de cervells.	53fc1263d18d72f5750624c2e9a8771d426d766e37dfe444f1763acfd2080227	ca	grammar-or-spelling
